Certification Course,Gender,Department,Height(CM),Weight(KG),10th Mark,12th Mark,college mark,hobbies,daily studing time,prefer to study in,salary expectation,Do you like your degree?,career_willing,social medai & video,Travelling Time,Stress Level,Financial Status,part-time job
Yes,Female,ENTC,163,45,85,94,69,Travelling,>4 hrs,Night,3-5 LPA,Yes,75%,3-5 hrs,1-2 hrs,Low,Middle,No
No,Male,Mechanical,150,46,72,85,76,Gaming,1-2 hrs,Evening,3-5 LPA,Yes,50%,3-5 hrs,30-60 min,Medium,Middle,No
Yes,Female,CS,169,76,74,58,69,Reading,2-4 hrs,Night,>8 LPA,No,100%,3-5 hrs,1-2 hrs,Medium,Middle,Yes
Yes,Female,IT,170,45,73,54,70,Music,>4 hrs,Morning,5-8 LPA,Yes,75%,<1 hr,1-2 hrs,Low,Middle,No
Yes,Male,IT,164,65,55,74,70,Sports,2-4 hrs,Morning,3-5 LPA,Yes,50%,<1 hr,<30 min,High,Middle,No
Yes,Male,ENTC,172,63,78,86,83,Music,>4 hrs,Night,<3 LPA,Yes,75%,<1 hr,30-60 min,Low,Good,No
Yes,Female,CS,161,74,73,55,78,Gaming,1-2 hrs,Morning,3-5 LPA,Yes,100%,>5 hrs,<30 min,High,Good,Yes
Yes,Female,Civil,165,63,75,71,78,Travelling,1-2 hrs,Morning,5-8 LPA,Yes,75%,<1 hr,30-60 min,Medium,Middle,Yes
Yes,Male,IT,177,59,78,75,60,Reading,2-4 hrs,Morning,3-5 LPA,Yes,50%,1-3 hrs,30-60 min,Medium,Good,Yes
Yes,Male,CS,172,54,90,89,60,Reading,<1 hr,Morning,3-5 LPA,Yes,75%,1-3 hrs,30-60 min,Medium,Middle,Yes
Yes,Male,IT,180,69,91,77,89,Gaming,1-2 hrs,Morning,<3 LPA,Yes,75%,1-3 hrs,30-60 min,High,Good,No
No,Male,CS,170,74,69,86,84,Gaming,1-2 hrs,Morning,5-8 LPA,Yes,75%,1-3 hrs,30-60 min,High,Middle,Yes
Yes,Female,CS,173,67,76,65,74,Sports,1-2 hrs,Morning,3-5 LPA,Yes,75%,1-3 hrs,<30 min,High,Middle,No
Yes,Male,Civil,156,69,70,57,68,Sports,>4 hrs,Night,>8 LPA,Yes,75%,<1 hr,<30 min,Medium,Good,Yes
Yes,Male,CS,189,69,66,93,61,Travelling,<1 hr,Evening,>8 LPA,Yes,75%,1-3 hrs,<30 min,Medium,Good,No
No,Female,Civil,168,65,71,80,80,Music,<1 hr,Evening,3-5 LPA,Yes,50%,3-5 hrs,<30 min,Low,Middle,No
Yes,Male,ENTC,172,68,85,73,86,Reading,2-4 hrs,Night,3-5 LPA,Yes,75%,<1 hr,30-60 min,Low,Middle,Yes
Yes,Female,Mechanical,180,81,67,50,77,Travelling,1-2 hrs,Evening,<3 LPA,Yes,50%,3-5 hrs,30-60 min,Medium,Good,Yes
Yes,Male,CS,167,59,59,62,82,Music,1-2 hrs,Morning,<3 LPA,Yes,75%,3-5 hrs,30-60 min,Medium,Good,No
Yes,Female,IT,166,60,80,54,81,Gaming,2-4 hrs,Evening,3-5 LPA,Yes,25%,3-5 hrs,<30 min,High,Good,Yes
Yes,Male,CS,150,72,81,50,74,Reading,1-2 hrs,Morning,3-5 LPA,No,100%,<1 hr,1-2 hrs,Low,Poor,Yes
No,Male,IT,189,86,90,56,84,Reading,1-2 hrs,Night,<3 LPA,Yes,75%,1-3 hrs,>2 hrs,Medium,Middle,No
Yes,Male,CS,170,70,78,85,78,Sports,2-4 hrs,Morning,3-5 LPA,Yes,75%,1-3 hrs,30-60 min,High,Middle,No
Yes,Male,CS,165,75,55,58,64,Music,<1 hr,Morning,>8 LPA,Yes,75%,1-3 hrs,<30 min,Medium,Poor,No
Yes,Female,CS,168,61,71,50,71,Gaming,<1 hr,Morning,5-8 LPA,Yes,50%,<1 hr,1-2 hrs,High,Middle,Yes
Yes,Female,Mechanical,154,73,86,60,75,Sports,2-4 hrs,Evening,3-5 LPA,Yes,50%,<1 hr,>2 hrs,High,Poor,Yes
No,Female,Mechanical,158,57,64,69,64,Reading,1-2 hrs,Night,5-8 LPA,Yes,75%,3-5 hrs,30-60 min,Medium,Middle,No
Yes,Female,CS,165,70,87,67,71,Reading,1-2 hrs,Evening,<3 LPA,No,25%,<1 hr,30-60 min,Medium,Poor,No
No,Female,ENTC,156,78,83,81,69,Music,<1 hr,Evening,<3 LPA,Yes,50%,1-3 hrs,>2 hrs,High,Middle,No
Yes,Male,ENTC,155,66,73,62,61,Music,2-4 hrs,Evening,5-8 LPA,Yes,25%,3-5 hrs,1-2 hrs,High,Middle,No
No,Male,CS,170,85,94,80,72,Gaming,2-4 hrs,Evening,<3 LPA,Yes,50%,1-3 hrs,30-60 min,High,Middle,No
Yes,Male,CS,172,78,65,74,78,Gaming,2-4 hrs,Morning,3-5 LPA,Yes,50%,1-3 hrs,30-60 min,Medium,Good,No
Yes,Male,IT,189,76,79,69,77,Music,1-2 hrs,Night,5-8 LPA,No,100%,1-3 hrs,>2 hrs,Low,Middle,Yes
Yes,Male,Mechanical,189,62,87,67,63,Music,2-4 hrs,Evening,<3 LPA,Yes,50%,3-5 hrs,30-60 min,Low,Middle,Yes
Yes,Male,Mechanical,157,51,72,76,71,Reading,>4 hrs,Night,<3 LPA,No,50%,1-3 hrs,30-60 min,High,Middle,No
Yes,Female,ENTC,181,68,77,94,64,Gaming,<1 hr,Morning,<3 LPA,No,100%,1-3 hrs,30-60 min,High,Poor,Yes
No,Female,IT,171,45,77,76,75,Reading,<1 hr,Night,3-5 LPA,Yes,50%,3-5 hrs,1-2 hrs,High,Middle,Yes
No,Male,ENTC,150,79,66,64,89,Music,1-2 hrs,Night,<3 LPA,Yes,75%,>5 hrs,1-2 hrs,Medium,Good,No
Yes,Female,IT,180,62,85,68,63,Gaming,2-4 hrs,Morning,5-8 LPA,Yes,25%,1-3 hrs,1-2 hrs,Medium,Middle,No
Yes,Male,ENTC,177,77,94,72,80,Gaming,2-4 hrs,Night,<3 LPA,Yes,50%,1-3 hrs,30-60 min,Low,Middle,Yes
Yes,Female,ENTC,186,56,77,88,72,Reading,1-2 hrs,Morning,<3 LPA,No,75%,1-3 hrs,30-60 min,Medium,Middle,Yes
Yes,Male,IT,165,83,75,68,71,Gaming,1-2 hrs,Night,3-5 LPA,Yes,25%,>5 hrs,30-60 min,High,Middle,No
No,Male,ENTC,159,45,94,71,61,Sports,1-2 hrs,Evening,3-5 LPA,Yes,75%,<1 hr,30-60 min,Medium,Good,Yes
Yes,Male,CS,187,85,55,79,76,Gaming,1-2 hrs,Morning,<3 LPA,No,75%,1-3 hrs,<30 min,Medium,Middle,No
Yes,Male,IT,173,74,91,83,80,Sports,2-4 hrs,Night,3-5 LPA,No,75%,3-5 hrs,<30 min,Medium,Good,Yes
Yes,Female,Civil,164,80,77,86,63,Sports,1-2 hrs,Evening,3-5 LPA,No,25%,1-3 hrs,>2 hrs,Low,Poor,No
Yes,Male,IT,150,61,92,68,73,Sports,2-4 hrs,Morning,3-5 LPA,Yes,75%,1-3 hrs,<30 min,Medium,Poor,No
No,Female,CS,176,64,80,70,89,Reading,>4 hrs,Morning,<3 LPA,Yes,75%,<1 hr,30-60 min,Medium,Middle,No
No,Male,CS,161,68,87,75,77,Reading,>4 hrs,Night,5-8 LPA,Yes,50%,<1 hr,30-60 min,High,Middle,Yes
Yes,Male,Civil,164,84,79,84,71,Travelling,>4 hrs,Night,3-5 LPA,Yes,50%,1-3 hrs,30-60 min,Low,Middle,No
No,Male,CS,184,55,72,56,71,Reading,<1 hr,Morning,3-5 LPA,No,25%,1-3 hrs,1-2 hrs,High,Middle,No
Yes,Female,ENTC,158,89,85,77,66,Gaming,1-2 hrs,Evening,<3 LPA,Yes,25%,3-5 hrs,<30 min,High,Poor,No
Yes,Male,Mechanical,178,57,72,61,80,Music,1-2 hrs,Night,5-8 LPA,Yes,25%,1-3 hrs,30-60 min,High,Middle,No
Yes,Male,ENTC,164,57,79,50,71,Music,1-2 hrs,Morning,5-8 LPA,No,100%,3-5 hrs,1-2 hrs,Medium,Poor,No
Yes,Male,IT,162,53,88,50,86,Reading,1-2 hrs,Evening,5-8 LPA,Yes,25%,1-3 hrs,<30 min,High,Poor,Yes
No,Female,Mechanical,150,89,61,69,74,Gaming,1-2 hrs,Evening,3-5 LPA,Yes,50%,1-3 hrs,1-2 hrs,Low,Good,No
Yes,Male,IT,178,82,80,79,70,Sports,>4 hrs,Morning,5-8 LPA,Yes,50%,1-3 hrs,1-2 hrs,Low,Middle,Yes
Yes,Female,Mechanical,176,89,78,67,85,Sports,>4 hrs,Evening,<3 LPA,No,50%,1-3 hrs,1-2 hrs,Medium,Good,No
Yes,Male,CS,176,78,90,70,85,Reading,1-2 hrs,Morning,3-5 LPA,No,25%,>5 hrs,1-2 hrs,Medium,Middle,Yes
Yes,Male,IT,167,71,59,72,85,Gaming,2-4 hrs,Evening,3-5 LPA,Yes,100%,<1 hr,<30 min,Low,Good,Yes
Yes,Female,IT,162,60,78,52,73,Sports,2-4 hrs,Night,3-5 LPA,Yes,50%,<1 hr,30-60 min,High,Poor,No
No,Female,Mechanical,172,52,68,83,63,Reading,2-4 hrs,Night,5-8 LPA,Yes,75%,3-5 hrs,<30 min,Medium,Poor,No
No,Male,IT,172,57,55,73,60,Reading,2-4 hrs,Evening,5-8 LPA,Yes,25%,1-3 hrs,>2 hrs,Low,Middle,No
Yes,Female,Mechanical,155,66,75,70,87,Gaming,1-2 hrs,Morning,5-8 LPA,Yes,25%,3-5 hrs,1-2 hrs,Low,Middle,No
No,Female,CS,167,85,80,93,70,Sports,>4 hrs,Evening,<3 LPA,Yes,100%,<1 hr,<30 min,Medium,Good,Yes
No,Male,CS,175,45,64,81,77,Gaming,1-2 hrs,Morning,3-5 LPA,No,100%,3-5 hrs,30-60 min,Medium,Middle,Yes
Yes,Female,Mechanical,184,87,78,76,78,Travelling,<1 hr,Morning,3-5 LPA,Yes,25%,1-3 hrs,<30 min,High,Poor,No
Yes,Female,CS,171,85,61,90,75,Music,2-4 hrs,Night,<3 LPA,No,50%,1-3 hrs,30-60 min,Low,Middle,Yes
Yes,Female,ENTC,173,77,78,52,82,Gaming,<1 hr,Morning,3-5 LPA,No,50%,<1 hr,>2 hrs,Medium,Middle,No
Yes,Female,CS,171,69,83,89,67,Reading,1-2 hrs,Night,3-5 LPA,Yes,25%,1-3 hrs,<30 min,Medium,Good,No
Yes,Female,IT,165,73,90,76,86,Sports,2-4 hrs,Night,5-8 LPA,Yes,25%,<1 hr,>2 hrs,Medium,Middle,No
No,Male,ENTC,175,69,56,69,72,Music,2-4 hrs,Night,5-8 LPA,Yes,100%,1-3 hrs,1-2 hrs,High,Poor,Yes
Yes,Male,CS,150,66,79,73,83,Travelling,1-2 hrs,Morning,3-5 LPA,Yes,50%,>5 hrs,30-60 min,Low,Middle,No
No,Female,CS,174,70,71,50,68,Gaming,2-4 hrs,Night,3-5 LPA,Yes,50%,3-5 hrs,30-60 min,Low,Good,No
Yes,Female,Civil,174,72,65,94,76,Reading,2-4 hrs,Night,<3 LPA,Yes,50%,1-3 hrs,<30 min,Medium,Middle,No
Yes,Male,ENTC,168,52,65,91,72,Sports,2-4 hrs,Night,>8 LPA,Yes,50%,1-3 hrs,>2 hrs,Medium,Good,Yes
Yes,Male,ENTC,188,45,61,94,74,Music,1-2 hrs,Night,5-8 LPA,No,50%,<1 hr,30-60 min,High,Middle,Yes
Yes,Male,CS,158,70,68,84,81,Gaming,1-2 hrs,Night,>8 LPA,Yes,50%,1-3 hrs,30-60 min,Low,Good,Yes
Yes,Female,Mechanical,173,77,72,56,75,Music,1-2 hrs,Night,3-5 LPA,Yes,100%,1-3 hrs,<30 min,High,Good,No
No,Male,IT,189,75,64,61,63,Gaming,>4 hrs,Night,<3 LPA,Yes,100%,>5 hrs,<30 min,High,Poor,No
Yes,Female,ENTC,164,45,69,88,70,Sports,2-4 hrs,Evening,3-5 LPA,No,75%,>5 hrs,1-2 hrs,Medium,Good,Yes
Yes,Female,Mechanical,163,80,94,77,89,Music,2-4 hrs,Morning,3-5 LPA,No,75%,1-3 hrs,30-60 min,Medium,Poor,No
No,Female,CS,150,71,84,63,67,Gaming,>4 hrs,Evening,3-5 LPA,Yes,75%,<1 hr,<30 min,Low,Poor,No
Yes,Male,Civil,156,47,71,69,88,Reading,1-2 hrs,Night,>8 LPA,Yes,100%,>5 hrs,30-60 min,Medium,Poor,Yes
No,Female,CS,169,75,71,59,77,Gaming,1-2 hrs,Night,3-5 LPA,Yes,75%,<1 hr,1-2 hrs,Medium,Poor,No
Yes,Male,CS,185,63,75,52,71,Sports,2-4 hrs,Evening,5-8 LPA,No,75%,1-3 hrs,30-60 min,Medium,Poor,Yes
No,Male,Civil,150,66,79,53,80,Sports,>4 hrs,Evening,5-8 LPA,Yes,50%,1-3 hrs,1-2 hrs,Medium,Middle,Yes
Yes,Male,ENTC,171,62,75,59,63,Sports,1-2 hrs,Evening,<3 LPA,Yes,75%,3-5 hrs,30-60 min,Medium,Poor,Yes
No,Male,CS,189,72,66,86,80,Travelling,1-2 hrs,Evening,3-5 LPA,No,100%,<1 hr,1-2 hrs,Low,Poor,No
Yes,Male,Civil,150,52,79,80,69,Gaming,2-4 hrs,Evening,3-5 LPA,Yes,50%,3-5 hrs,<30 min,Medium,Middle,Yes
Yes,Female,CS,183,58,66,63,85,Reading,>4 hrs,Morning,3-5 LPA,No,50%,1-3 hrs,<30 min,Medium,Middle,No
Yes,Male,Mechanical,158,68,84,65,67,Travelling,2-4 hrs,Night,3-5 LPA,Yes,100%,<1 hr,<30 min,High,Poor,No
Yes,Male,CS,189,53,74,75,87,Sports,>4 hrs,Night,3-5 LPA,No,25%,>5 hrs,30-60 min,Low,Middle,No
No,Male,IT,173,69,61,64,84,Sports,>4 hrs,Morning,3-5 LPA,No,100%,1-3 hrs,<30 min,Low,Middle,Yes
Yes,Male,IT,183,64,74,72,67,Travelling,>4 hrs,Night,3-5 LPA,No,25%,3-5 hrs,<30 min,High,Middle,No
Yes,Male,IT,163,68,72,80,67,Sports,1-2 hrs,Morning,<3 LPA,No,25%,1-3 hrs,<30 min,High,Poor,No
Yes,Male,IT,189,64,78,92,89,Gaming,1-2 hrs,Morning,>8 LPA,No,50%,3-5 hrs,1-2 hrs,Low,Middle,Yes
Yes,Female,Mechanical,171,49,78,65,80,Sports,<1 hr,Morning,3-5 LPA,No,75%,1-3 hrs,<30 min,Low,Middle,Yes
Yes,Male,CS,160,63,72,91,70,Gaming,<1 hr,Morning,<3 LPA,Yes,50%,<1 hr,>2 hrs,High,Middle,Yes
No,Female,CS,154,74,78,63,89,Music,<1 hr,Night,3-5 LPA,Yes,75%,1-3 hrs,1-2 hrs,Medium,Middle,Yes
Yes,Female,CS,182,66,65,70,78,Sports,1-2 hrs,Night,3-5 LPA,Yes,50%,<1 hr,<30 min,Medium,Middle,No
Yes,Male,CS,164,66,58,77,70,Sports,2-4 hrs,Morning,>8 LPA,Yes,100%,3-5 hrs,>2 hrs,Low,Poor,No
Yes,Male,CS,166,69,81,60,76,Reading,1-2 hrs,Evening,5-8 LPA,No,50%,1-3 hrs,30-60 min,Low,Middle,No
No,Male,CS,161,74,77,70,71,Sports,1-2 hrs,Morning,3-5 LPA,Yes,25%,>5 hrs,30-60 min,Medium,Middle,No
Yes,Female,IT,186,79,66,66,66,Music,1-2 hrs,Morning,3-5 LPA,Yes,75%,<1 hr,1-2 hrs,High,Middle,No
Yes,Female,CS,186,81,90,79,75,Gaming,2-4 hrs,Evening,3-5 LPA,Yes,100%,>5 hrs,<30 min,High,Poor,No
No,Female,IT,189,67,66,87,85,Gaming,<1 hr,Evening,3-5 LPA,Yes,25%,1-3 hrs,30-60 min,High,Poor,Yes
No,Male,IT,165,50,74,54,64,Gaming,1-2 hrs,Evening,3-5 LPA,Yes,75%,<1 hr,<30 min,High,Middle,No
Yes,Male,ENTC,189,67,61,76,79,Music,1-2 hrs,Morning,3-5 LPA,Yes,75%,1-3 hrs,30-60 min,Medium,Poor,Yes
Yes,Female,ENTC,160,59,81,67,76,Travelling,1-2 hrs,Night,>8 LPA,No,100%,<1 hr,30-60 min,Medium,Good,Yes
Yes,Male,CS,165,53,79,76,79,Gaming,1-2 hrs,Morning,3-5 LPA,Yes,100%,1-3 hrs,30-60 min,Low,Middle,No
Yes,Female,ENTC,162,80,80,51,67,Sports,>4 hrs,Night,3-5 LPA,Yes,50%,<1 hr,<30 min,High,Middle,No
Yes,Female,CS,157,45,72,65,60,Reading,2-4 hrs,Morning,3-5 LPA,Yes,50%,1-3 hrs,1-2 hrs,Low,Poor,No
Yes,Female,ENTC,171,59,80,90,71,Reading,1-2 hrs,Night,<3 LPA,Yes,75%,1-3 hrs,1-2 hrs,Low,Middle,No
Yes,Male,Mechanical,184,74,79,60,77,Sports,2-4 hrs,Morning,5-8 LPA,No,75%,<1 hr,<30 min,High,Middle,No
Yes,Male,Civil,182,84,62,62,71,Gaming,2-4 hrs,Night,<3 LPA,Yes,100%,1-3 hrs,<30 min,Medium,Good,Yes
Yes,Male,CS,168,81,71,80,70,Reading,<1 hr,Night,>8 LPA,Yes,50%,1-3 hrs,30-60 min,Low,Poor,No
Yes,Male,IT,164,76,77,67,62,Gaming,<1 hr,Morning,>8 LPA,No,25%,>5 hrs,30-60 min,Low,Poor,No
Yes,Female,CS,166,45,74,50,73,Gaming,1-2 hrs,Night,3-5 LPA,No,75%,<1 hr,1-2 hrs,High,Middle,No
No,Male,CS,150,75,73,81,80,Reading,1-2 hrs,Morning,3-5 LPA,Yes,50%,3-5 hrs,30-60 min,High,Good,No
Yes,Male,CS,180,75,55,84,72,Sports,1-2 hrs,Morning,3-5 LPA,Yes,75%,<1 hr,30-60 min,High,Middle,Yes
Yes,Female,CS,189,65,57,57,70,Reading,<1 hr,Night,>8 LPA,No,75%,1-3 hrs,30-60 min,High,Good,No
Yes,Male,IT,159,75,74,84,89,Music,1-2 hrs,Morning,5-8 LPA,Yes,100%,<1 hr,1-2 hrs,Low,Middle,No
No,Female,ENTC,150,61,62,65,79,Gaming,<1 hr,Evening,>8 LPA,Yes,50%,<1 hr,30-60 min,High,Poor,No
Yes,Male,CS,189,64,60,74,77,Gaming,2-4 hrs,Evening,>8 LPA,Yes,50%,1-3 hrs,<30 min,High,Good,No
No,Female,ENTC,159,73,79,50,67,Music,1-2 hrs,Night,>8 LPA,No,75%,1-3 hrs,30-60 min,High,Middle,No
Yes,Male,CS,183,50,78,80,60,Sports,2-4 hrs,Evening,<3 LPA,Yes,100%,1-3 hrs,<30 min,Medium,Good,No
No,Male,ENTC,186,49,71,83,66,Gaming,<1 hr,Night,5-8 LPA,Yes,50%,3-5 hrs,1-2 hrs,Low,Middle,No
No,Male,CS,174,51,63,85,77,Travelling,1-2 hrs,Evening,>8 LPA,Yes,75%,3-5 hrs,1-2 hrs,Medium,Good,No
Yes,Female,CS,168,45,59,70,86,Sports,1-2 hrs,Morning,3-5 LPA,No,25%,1-3 hrs,30-60 min,Low,Middle,No
No,Female,Mechanical,162,79,91,70,76,Gaming,2-4 hrs,Night,5-8 LPA,Yes,75%,<1 hr,1-2 hrs,Low,Poor,No
No,Male,IT,169,45,73,76,73,Travelling,1-2 hrs,Morning,3-5 LPA,Yes,50%,>5 hrs,<30 min,High,Good,Yes
No,Male,ENTC,188,78,71,77,79,Sports,2-4 hrs,Night,3-5 LPA,Yes,25%,<1 hr,1-2 hrs,Low,Good,No
Yes,Male,CS,189,64,62,67,67,Gaming,<1 hr,Morning,3-5 LPA,Yes,50%,1-3 hrs,30-60 min,Low,Poor,Yes
No,Male,CS,174,53,64,60,74,Sports,2-4 hrs,Morning,<3 LPA,Yes,50%,1-3 hrs,<30 min,Low,Poor,Yes
No,Female,CS,185,76,65,70,89,Gaming,<1 hr,Evening,3-5 LPA,Yes,50%,<1 hr,<30 min,Medium,Middle,Yes
No,Female,CS,156,61,81,53,75,Gaming,<1 hr,Evening,3-5 LPA,Yes,50%,3-5 hrs,1-2 hrs,Medium,Poor,Yes
No,Male,ENTC,162,71,80,94,88,Reading,<1 hr,Evening,>8 LPA,Yes,25%,<1 hr,30-60 min,High,Poor,No
Yes,Male,ENTC,171,49,70,77,68,Music,1-2 hrs,Evening,>8 LPA,No,75%,1-3 hrs,1-2 hrs,Medium,Poor,No
Yes,Female,IT,155,57,75,81,82,Reading,2-4 hrs,Morning,<3 LPA,No,75%,>5 hrs,<30 min,Medium,Good,No
Yes,Male,IT,183,50,58,62,65,Gaming,2-4 hrs,Morning,3-5 LPA,Yes,75%,3-5 hrs,30-60 min,High,Good,Yes
Yes,Male,CS,165,62,81,56,71,Sports,1-2 hrs,Morning,5-8 LPA,Yes,25%,1-3 hrs,30-60 min,Low,Poor,No
No,Male,Mechanical,158,67,65,88,64,Sports,<1 hr,Morning,3-5 LPA,Yes,50%,1-3 hrs,30-60 min,High,Middle,Yes
Yes,Female,Civil,183,84,67,78,66,Sports,<1 hr,Morning,<3 LPA,Yes,100%,1-3 hrs,30-60 min,Medium,Good,No
No,Female,Mechanical,164,64,64,80,75,Sports,>4 hrs,Morning,>8 LPA,Yes,50%,3-5 hrs,1-2 hrs,High,Middle,Yes
Yes,Male,IT,174,47,87,77,74,Gaming,1-2 hrs,Morning,3-5 LPA,Yes,25%,1-3 hrs,1-2 hrs,Low,Poor,No
Yes,Male,CS,174,68,69,86,68,Travelling,>4 hrs,Night,<3 LPA,Yes,100%,3-5 hrs,<30 min,High,Middle,Yes
No,Male,IT,166,49,80,74,68,Reading,1-2 hrs,Evening,<3 LPA,No,100%,>5 hrs,<30 min,Medium,Poor,No
Yes,Female,IT,185,74,85,64,75,Reading,<1 hr,Morning,3-5 LPA,Yes,75%,3-5 hrs,30-60 min,High,Poor,Yes
No,Male,IT,188,45,86,76,82,Travelling,2-4 hrs,Night,3-5 LPA,Yes,100%,>5 hrs,1-2 hrs,High,Middle,Yes
Yes,Male,ENTC,172,57,73,54,73,Sports,1-2 hrs,Evening,5-8 LPA,Yes,100%,3-5 hrs,<30 min,Medium,Middle,Yes
Yes,Male,IT,150,66,60,69,63,Travelling,2-4 hrs,Morning,<3 LPA,Yes,50%,3-5 hrs,>2 hrs,Medium,Middle,Yes
Yes,Male,CS,150,60,68,64,67,Reading,1-2 hrs,Evening,<3 LPA,Yes,75%,1-3 hrs,30-60 min,High,Middle,Yes
No,Male,IT,150,68,80,74,66,Travelling,2-4 hrs,Morning,3-5 LPA,Yes,75%,<1 hr,30-60 min,Medium,Middle,No
No,Female,ENTC,182,68,72,75,75,Gaming,1-2 hrs,Morning,<3 LPA,Yes,50%,<1 hr,1-2 hrs,Medium,Poor,Yes
No,Female,CS,165,69,60,79,81,Music,<1 hr,Evening,5-8 LPA,Yes,50%,3-5 hrs,<30 min,Medium,Middle,No
Yes,Male,ENTC,174,45,87,59,76,Music,<1 hr,Morning,3-5 LPA,Yes,50%,1-3 hrs,<30 min,High,Middle,No
Yes,Female,Civil,177,52,80,78,78,Gaming,<1 hr,Night,>8 LPA,No,100%,1-3 hrs,<30 min,High,Good,No
Yes,Male,IT,168,74,55,66,70,Music,1-2 hrs,Morning,3-5 LPA,Yes,50%,<1 hr,30-60 min,Medium,Good,Yes
Yes,Female,IT,177,83,60,68,83,Reading,1-2 hrs,Evening,<3 LPA,Yes,75%,<1 hr,>2 hrs,High,Middle,Yes
No,Male,ENTC,181,72,83,68,78,Reading,2-4 hrs,Morning,3-5 LPA,Yes,50%,1-3 hrs,30-60 min,Low,Good,No
No,Female,Mechanical,157,65,74,72,69,Travelling,1-2 hrs,Evening,3-5 LPA,Yes,50%,3-5 hrs,<30 min,High,Good,No
No,Male,CS,174,71,94,80,78,Music,1-2 hrs,Evening,3-5 LPA,Yes,25%,<1 hr,1-2 hrs,High,Poor,Yes
Yes,Female,ENTC,169,58,73,71,67,Gaming,<1 hr,Evening,3-5 LPA,Yes,100%,<1 hr,1-2 hrs,Low,Middle,Yes
No,Female,CS,171,59,62,75,89,Reading,<1 hr,Evening,5-8 LPA,No,75%,3-5 hrs,30-60 min,High,Middle,Yes
Yes,Male,Mechanical,184,64,76,91,60,Travelling,2-4 hrs,Night,5-8 LPA,Yes,75%,1-3 hrs,1-2 hrs,Medium,Good,No
Yes,Male,IT,186,69,94,64,70,Reading,<1 hr,Evening,>8 LPA,Yes,75%,1-3 hrs,<30 min,Medium,Good,No
Yes,Male,Mechanical,171,66,91,70,75,Music,>4 hrs,Morning,3-5 LPA,Yes,75%,3-5 hrs,1-2 hrs,Medium,Middle,Yes
Yes,Male,CS,166,47,71,87,80,Music,2-4 hrs,Evening,3-5 LPA,Yes,75%,1-3 hrs,30-60 min,Medium,Middle,No
No,Male,Mechanical,172,59,80,76,82,Reading,2-4 hrs,Morning,3-5 LPA,Yes,75%,1-3 hrs,1-2 hrs,Medium,Poor,No
No,Female,CS,183,58,90,81,66,Reading,1-2 hrs,Evening,<3 LPA,Yes,25%,1-3 hrs,30-60 min,High,Middle,No
Yes,Male,CS,164,45,88,75,75,Gaming,2-4 hrs,Night,3-5 LPA,Yes,75%,3-5 hrs,30-60 min,Medium,Middle,No
Yes,Male,IT,168,54,69,75,70,Music,>4 hrs,Morning,>8 LPA,Yes,50%,>5 hrs,<30 min,High,Middle,Yes
No,Male,CS,165,68,59,86,89,Sports,2-4 hrs,Evening,3-5 LPA,Yes,75%,<1 hr,30-60 min,Medium,Good,No
Yes,Male,ENTC,176,57,66,53,75,Sports,1-2 hrs,Evening,5-8 LPA,Yes,75%,<1 hr,<30 min,High,Good,No
No,Female,Civil,181,73,64,56,73,Sports,2-4 hrs,Morning,3-5 LPA,Yes,75%,<1 hr,1-2 hrs,Medium,Middle,Yes
Yes,Female,IT,163,66,63,59,83,Reading,>4 hrs,Night,>8 LPA,Yes,50%,<1 hr,<30 min,Medium,Middle,No
Yes,Female,ENTC,189,73,80,75,85,Music,1-2 hrs,Evening,<3 LPA,Yes,75%,3-5 hrs,30-60 min,High,Middle,No
Yes,Female,CS,167,72,87,94,89,Reading,1-2 hrs,Morning,3-5 LPA,Yes,75%,3-5 hrs,<30 min,Medium,Middle,No
Yes,Male,ENTC,181,80,77,50,89,Reading,<1 hr,Morning,3-5 LPA,Yes,75%,>5 hrs,1-2 hrs,Low,Middle,Yes
Yes,Male,CS,181,70,79,62,81,Gaming,1-2 hrs,Morning,<3 LPA,Yes,100%,1-3 hrs,30-60 min,Low,Poor,No
Yes,Female,CS,152,72,58,69,80,Travelling,1-2 hrs,Evening,5-8 LPA,Yes,100%,3-5 hrs,30-60 min,Medium,Poor,Yes
Yes,Male,Civil,184,79,74,70,87,Reading,1-2 hrs,Night,3-5 LPA,No,100%,<1 hr,<30 min,Low,Middle,No
Yes,Female,CS,177,85,71,78,69,Reading,<1 hr,Morning,>8 LPA,Yes,100%,>5 hrs,<30 min,Medium,Good,No
No,Female,ENTC,167,89,73,81,67,Sports,<1 hr,Morning,5-8 LPA,No,50%,1-3 hrs,<30 min,Low,Middle,Yes
Yes,Female,CS,168,57,75,51,69,Music,1-2 hrs,Evening,5-8 LPA,Yes,25%,1-3 hrs,1-2 hrs,High,Poor,Yes
No,Female,Mechanical,178,67,65,61,81,Music,2-4 hrs,Morning,3-5 LPA,Yes,75%,3-5 hrs,<30 min,Medium,Poor,No
No,Male,IT,164,89,72,77,68,Gaming,<1 hr,Night,<3 LPA,Yes,50%,3-5 hrs,30-60 min,High,Middle,Yes
Yes,Male,Mechanical,167,57,77,80,72,Music,1-2 hrs,Morning,<3 LPA,Yes,100%,3-5 hrs,>2 hrs,Low,Middle,Yes
Yes,Male,IT,186,46,64,56,66,Music,2-4 hrs,Morning,<3 LPA,No,75%,3-5 hrs,<30 min,Low,Middle,No
